series,n,mean,std,halflife_ticks,ar1_lambda,adf_p,hurst,vr_2,vr_5,vr_10,vr_50,ac1_dx
day0::VEV_5300_mid,10000,48.8925,5.179695333704483,153.7977980140067,-0.00450687324207866,0.004225843110530443,0.9742092744307641,0.7961277220948114,0.6733606307166415,0.6355486622594797,0.600116103510651,-0.20395190648394262
day0::VEV_5300_dh_resid,10000,3.0697598169931912,2.599949178216067,58.18613785719392,-0.011912582723072883,0.9848770385847431,1.077506824191492,0.5182610065281706,0.2115792527908074,0.10626998563333545,0.023631033385593202,-0.4817311474354171
day0::VEV_5300_iv,10000,0.012557095825370623,0.00010847724879641145,3.0074844832891365,-0.2304740670854217,0.36062112428285215,1.0103022134448487,0.5181808323288299,0.21126827298887,0.10612768137804825,0.02354101103819047,-0.48180849591850905
day0::VEV_5400_mid,10000,18.46725,2.7805849092412194,137.59777244146304,-0.005037488385611944,0.004909370727339894,0.9779205198275249,0.7381768229035517,0.5818380827008123,0.5323991781026519,0.49143840345683554,-0.26177562499375506
day0::VEV_5400_dh_resid,10000,0.32890084878829356,1.0293126120472014,26.46328780459909,-0.026192783968418402,0.9962721465623838,1.041105056098315,0.5275413323716506,0.22083247125024638,0.11267694163384637,0.026139663234898487,-0.472404328418788
day0::VEV_5400_iv,10000,0.012004699892766818,0.000281783812983157,30.144712039585983,-0.022993989116555688,0.19495397475146087,1.0643806874066253,0.528837351065441,0.22212449087806602,0.11397032226338978,0.026181550484447945,-0.47111709485281483
day0::VEV_5500_mid,10000,8.05895,1.236830585609848,58.43884265809231,-0.011861069607680907,0.0027046830976932093,0.9769362620075053,0.7411206119335447,0.5274825296604991,0.4255870761290418,0.26655976291125566,-0.25895351493260527
day0::VEV_5500_dh_resid,10000,1.9705260465202683,1.0800426737922002,50.096154592096234,-0.013836335068107292,0.6461589274106586,0.9559061222158274,0.6542981053979714,0.3747937039845435,0.24058449003327784,0.061820637777134015,-0.34574654207038924
day0::VEV_5500_iv,10000,0.012896375491601416,0.00020643581821139662,10.593481991245339,-0.06543147768908993,0.01854755708197914,0.9133386196205056,0.6558394426952358,0.3772450980273511,0.2436644329736695,0.06367462456150301,-0.3442029258533749
day0::VEV_5000_iv_minus_atm,10000,9.055819966679624e-05,0.00023205745323096245,0.9551319985796197,-0.7257082597910309,8.071015186243496e-05,0.9088327692973038,0.5048404768053701,0.1986136786901394,0.09939114071291531,0.020579257015984943,-0.49513204669524147
day0::VEV_5100_iv_minus_atm,10000,0.00023869710709395237,0.00015133720186950836,2.692477328505904,-0.25743844645280006,0.19860662178210187,1.0532313560938285,0.5076984075273884,0.20230114989354708,0.10150325889176981,0.022747850833002358,-0.49230201663024264
day0::VEV_5300_iv_minus_atm,10000,1.3323603061997146e-06,0.0001279468161439549,2.918230548404221,-0.2375231048619444,0.09250550337316915,1.0305525069660442,0.5149456937905813,0.21089021597916618,0.10594970639729939,0.02418786787915546,-0.4850116935558814
day0::VEV_5400_iv_minus_atm,10000,-0.0005510635722976054,0.0004061196318059276,28.074922830709763,-0.024689192726889565,0.6753615943751263,1.0887735560106107,0.5125412691950804,0.21453946180925917,0.1075803245220994,0.024443610125390907,-0.4874777676078944
day0::VEV_5500_iv_minus_atm,10000,0.00034061202653699196,0.0001945787400546113,4.784632611391162,-0.14486946791060065,0.0005353893142377235,0.9681282295318613,0.5828390271231769,0.2947036309060578,0.1744814217646791,0.04270420755422627,-0.4171339003489374
day1::VELVETFRUIT_EXTRACT_mid,10000,5248.3919,14.613631115845234,235.01569779680327,-0.00294936545540565,0.02939580709542132,1.001549528792205,0.8307526150632945,0.7284059962902352,0.688901119844265,0.7698400542296812,-0.1692900860717341
day1::VELVETFRUIT_EXTRACT_logret,10000,8.56567312468573,0.002785896935717166,235.2599366408316,-0.002946303524761058,0.029554759508479352,1.001554813301125,0.8306935399534705,0.7282708198591684,0.6886425621189571,0.7692233617524586,-0.16934936541408738
day1::VEV_5000_mid,10000,253.263,13.581757286890383,270.1662075971821,-0.002565632418371982,0.027356106659606822,0.9989381240959757,0.8920501212735148,0.8185512624671164,0.7854864790245614,0.8964365113704461,-0.10794704454918093
day1::VEV_5000_dh_resid,10000,9.759577478667977,5.1824564793407655,71.00833646620839,-0.00976149020037671,0.8842616145029092,1.1229941798162935,0.4988218544172066,0.19938648535240946,0.09907028524522489,0.020263390746971248,-0.5012142479049285
day1::VEV_5000_iv,9999,0.012611495462399371,0.0003496329324900455,0.8422999703609587,-0.822922005165101,1.4670503597472316e-06,0.7967719455039091,0.4959408398062998,0.1976769655674879,0.09823374380074976,0.020054709049231154,-0.5040996768678914
day1::VEV_5100_mid,10000,164.9832,11.936333932996346,278.90225908116304,-0.0024852691507178983,0.02408035660021251,0.9982930658861239,0.8983638733121582,0.8349616468928531,0.8085920932691216,0.9283298469755347,-0.10160184145012943
day1::VEV_5100_dh_resid,10000,6.3539858413421575,3.855464506465608,55.632465084500765,-0.012459400810428163,0.9757294722664569,1.0942789585657027,0.5018535742925601,0.2034870413563537,0.09842021538096844,0.02067294011967095,-0.4981710515833233
day1::VEV_5100_iv,10000,0.012453799541496776,0.0001942388032308938,1.6930478353918148,-0.40940791280095945,0.04961252723714297,0.9456064528087041,0.5014508209161117,0.2034371280365445,0.09787980050041013,0.020485885392351192,-0.4985779795931984
day1::VEV_5200_mid,10000,95.12845,8.663291845338007,221.64933371681667,-0.003127224291346272,0.015888285465465557,0.9984380129467768,0.8518110557512905,0.758238237980944,0.7197361822778383,0.811800276114701,-0.14809470014363776
day1::VEV_5200_dh_resid,10000,5.368618021771787,3.031331100644863,45.80201466414996,-0.015133552216917737,0.8954032165167991,1.0713363205773874,0.4991844774426678,0.20264392884443563,0.09961330429212535,0.020963343732516765,-0.5008117011566856
day1::VEV_5200_iv,10000,0.012792490746988459,0.00012323840244620634,1.948809681741893,-0.3556772049389624,0.1329571787497496,1.0609290085638479,0.49884278562125084,0.20251755188199974,0.09936973650959961,0.02092197306432854,-0.501155955760204
day1::VEV_5300_mid,10000,46.9092,5.469579998500799,168.84260962296506,-0.004105285876046227,0.016598240988247942,1.0031591756254536,0.7813013133845852,0.6280651989718108,0.5766022771203662,0.6249895185585632,-0.2186192539024555
day1::VEV_5300_dh_resid,10000,4.762333310276531,2.978166104061248,71.87761718870104,-0.009643435712959418,0.9275006750480386,1.0913249463886838,0.5119975051929664,0.2099700075214886,0.10511887546523463,0.022505849689304767,-0.4879991408042911
day1::VEV_5300_iv,10000,0.012954105631746558,0.00017657961954419576,6.59445693363371,-0.10511057810153958,0.6671018441802307,1.0258959213413426,0.513310216197922,0.2104072099054436,0.10527832080062519,0.022515684417532687,-0.48668591486532087
day1::VEV_5400_mid,10000,15.6542,2.6781565226849606,137.87589465259958,-0.005027326802168289,0.024265519549760934,1.0114476456754573,0.7349298155588185,0.54074916872303,0.4651463320966822,0.47585160058556997,-0.2651436921217298
day1::VEV_5400_dh_resid,10000,2.57096842065276,1.2517826327834254,39.575456916126576,-0.01751457177181687,0.8732299784831601,1.035077707970062,0.5486143307543146,0.23805844853465316,0.12404379914774938,0.028503154029190503,-0.45141635806986485
day1::VEV_5400_iv,10000,0.012008744262908004,0.0001194843259990433,4.388003442049072,-0.15796413783947838,0.11792455629298698,1.0109591211224953,0.5569300188201983,0.24451672381473977,0.12850409677530167,0.02965092234595322,-0.4431028746332101
day1::VEV_5500_mid,10000,6.57085,1.3286290970395012,77.47660425512899,-0.00894653537314858,0.0041947406906152245,1.01864881327916,0.756424469014726,0.540691903931617,0.4160085739297677,0.27425658571877287,-0.2436511885396729
day1::VEV_5500_dh_resid,10000,0.7310862801599788,0.492261284942149,11.706872094615692,-0.05920857210686896,0.00656469959075896,0.8793464728863687,0.6642540978936597,0.40174476807180803,0.2645662453014439,0.07418172120010787,-0.3358013743149425
day1::VEV_5500_iv,10000,0.013060453545141843,0.00015564125772737274,4.846562986102355,-0.14301829617144413,8.691848558688594e-12,0.8830116694618272,0.6687230000902581,0.40833465703706556,0.273952441098734,0.08068393278546694,-0.3313332134382297
day1::VEV_5000_iv_minus_atm,9999,-0.00018102418816530732,0.0003304147875621315,1.0250220182897842,-0.6762266255669694,0.0014243046252304047,0.8875374692267534,0.4955685619430128,0.19708931774449356,0.09848492513397551,0.02021134891644768,-0.5044775893888763
day1::VEV_5100_iv_minus_atm,10000,-0.0003386912054916846,0.0001999023001169696,3.416317354847293,-0.20289308883334944,0.24424337897176251,1.0251133403636516,0.5094218824972537,0.20493730901419385,0.09916039838954618,0.021982055590097957,-0.49062738634899994
day1::VEV_5300_iv_minus_atm,10000,0.00016161488475809817,0.00020265813529610628,6.013665768565732,-0.11526200611000399,0.5276558874357744,1.0406404612881173,0.5070420281946182,0.2097533887243868,0.10360426599232003,0.02301386279578988,-0.492929455606537
day1::VEV_5400_iv_minus_atm,10000,-0.0007837464840804552,0.0001454188103752303,2.8886968565349935,-0.23995151273553114,0.06500995552720541,1.0385485535417815,0.5194198310912425,0.2199270977147714,0.11124427754623713,0.025189070231141444,-0.48052909165941754
day1::VEV_5500_iv_minus_atm,10000,0.0002679627981533841,0.00019177166704650552,3.732041563961712,-0.18572868728293093,5.737476770011306e-07,0.9125810828481874,0.5913081540601588,0.3130005861026665,0.18938730924342861,0.05089347063033338,-0.40867385399459816
day2::VELVETFRUIT_EXTRACT_mid,10000,5255.39215,16.984489788554146,347.9083526791084,-0.0019923269309928475,0.17477141306362715,0.989251208740048,0.8447732819500638,0.744407782362409,0.7046099190842534,0.6140359629100716,-0.15514755477549522
day2::VELVETFRUIT_EXTRACT_logret,10000,8.567004678599577,0.003233568749809369,347.90984322971616,-0.001992318395263906,0.17410701883726543,0.98926465362281,0.8446527921319579,0.7442903169731993,0.7045572321650153,0.6143890663087779,-0.15526913534446005
day2::VEV_5000_mid,10000,258.5447,16.153086451511363,424.1808439851411,-0.0016340841185752037,0.15774381275604044,0.9871920750032731,0.909576071448742,0.8496013146714173,0.818647020989335,0.7294637055543174,-0.0903639369573358
day2::VEV_5000_dh_resid,10000,12.123505719129325,6.587800830025727,112.09593941623403,-0.006183517299285525,0.89092791768426,1.141407669118254,0.4984382560599894,0.19390090806877228,0.09878259983519855,0.020528095817219004,-0.5016033635728168
day2::VEV_5000_iv,9977,0.012740987769428256,0.00046934736828121667,0.7588584711379799,-0.9134077129303251,4.633992735926393e-13,0.7258524872736539,0.49887754144404034,0.19459743539403127,0.09928097226845588,0.020422523182174752,-0.5011642968628839
day2::VEV_5100_mid,10000,167.32545,14.810434068503866,451.322671586404,-0.0015358128988369353,0.18118912514567936,0.9877936188162664,0.909798138143193,0.8504764610035794,0.8246316209452235,0.7353558925644288,-0.0901017819060131
day2::VEV_5100_dh_resid,10000,8.900379719894454,5.208288452280214,93.72164951421168,-0.007395806456168257,0.9655153056310699,1.126994723257642,0.5075032042588113,0.19936094657640005,0.10103696979905193,0.021218682017223732,-0.49254403621327564
day2::VEV_5100_iv,10000,0.012384232379143004,0.0002204238044988874,1.3046342614690247,-0.5312961655471612,0.021368162592352868,0.8617709793441605,0.5076553803352702,0.19940773523023309,0.10104252853321118,0.0211801569127487,-0.492391587677302
day2::VEV_5200_mid,10000,94.04695,11.503530792652315,423.0005431778144,-0.0016386437127305787,0.21251499942564273,0.9887659719239171,0.885489145667376,0.800079651976108,0.765192439490845,0.6723782604869405,-0.11441657946914859
day2::VEV_5200_dh_resid,10000,6.542344165683133,3.4390528539187977,59.72895027498087,-0.011604877992478118,0.9659684947043132,1.0768185531785894,0.5099495780158902,0.20274617248562754,0.10333661715273935,0.02205081507941708,-0.4900850414610015
day2::VEV_5200_iv,10000,0.0127054840662699,0.00015466188582848023,2.4846108165829257,-0.27897615833180167,0.23628890025220378,1.0222585160003623,0.51000781676936,0.20265415728543879,0.10314220017949156,0.02193917647285216,-0.49002525495394267
day2::VEV_5300_mid,10000,44.4781,7.059951868816104,289.2122024149566,-0.002396673358772843,0.15083796984684045,0.9963780217658754,0.7922524566995778,0.6468194205630715,0.593041698333649,0.4949443544231893,-0.2075092484095596
day2::VEV_5300_dh_resid,10000,3.1204331932143794,2.3350712030632845,44.04992603097344,-0.01573549022698842,0.9393303755220389,1.0544120507933845,0.5090208318026777,0.20450490659379708,0.10429739564324345,0.02294246096250316,-0.4909895428008326
day2::VEV_5300_iv,10000,0.012957984108087442,0.0001080951243571424,2.1004024170480053,-0.33000684770403366,0.03380144522326106,1.0169465678253689,0.5090680781886499,0.20493025702418763,0.10459503893435415,0.02290919532560804,-0.4909426423470122
day2::VEV_5400_mid,10000,13.7343,3.0065185031860353,186.27969272020937,-0.0037210023832337266,0.1498229554353352,1.003657998311005,0.7652314254483581,0.5606299692458048,0.4693413022742333,0.35163834742286904,-0.2347084747790095
day2::VEV_5400_dh_resid,10000,3.2546244033346703,1.7797272383049727,81.6094400115145,-0.008493468163268212,0.9302141632267177,1.0306628981182564,0.5612896881278893,0.259912218324911,0.13697593947590359,0.030072832825699322,-0.4386474266660115
day2::VEV_5400_iv,10000,0.012043623604921058,0.00013348916539728296,4.473800719297011,-0.15493474655010175,0.08108747673922734,0.9692736240612456,0.5730066096273625,0.27394434039902527,0.1460319811052426,0.032251328083901444,-0.42696151310955566
day2::VEV_5500_mid,10000,5.29425,1.395077753209476,98.70908418421635,-0.007022121482419548,0.059040925726705724,1.0158960743457874,0.7707776182375592,0.53906833052127,0.4183917328571683,0.2290022396726659,-0.22929947493588604
day2::VEV_5500_dh_resid,10000,1.825851919103234,0.7115760922406236,27.226743837359514,-0.02545832085909718,0.058219457526156856,0.9215768217433207,0.7033342257899381,0.43289765707385464,0.2910569238653081,0.0870463719646809,-0.296681619484253
day2::VEV_5500_iv,10000,0.013159620117799824,0.00020448969757975926,6.389249128838608,-0.10848648512253907,1.0529521533896734e-08,0.9086105063905806,0.7091512052238497,0.44303717129105136,0.3016377155784822,0.0953144345673237,-0.29088236671283
day2::VEV_5000_iv_minus_atm,9977,3.500140730554495e-05,0.0004629521409151752,0.9567103533663364,-0.7245110059915183,0.00027337147126381395,0.8132605403543778,0.49847111703262065,0.19435224215433008,0.09905953911210738,0.020307943578196427,-0.5015719522062061
day2::VEV_5100_iv_minus_atm,10000,-0.00032125168712689736,0.000187976122157135,1.8305516388510426,-0.3786548086646731,0.07646653225272367,0.9767651627804654,0.5110252852446268,0.20213534765467595,0.10198972650472882,0.021566139293389602,-0.4890253935734869
day2::VEV_5300_iv_minus_atm,10000,0.000252500041817544,0.00014073083222312469,2.5092937507455164,-0.2762319797568578,0.05938564977640249,1.0053355542450673,0.5201439767801567,0.20829294657226444,0.10749442792041848,0.02382135648963564,-0.47988140508414234
day2::VEV_5400_iv_minus_atm,10000,-0.0006618604613488417,0.00023441014229051376,6.111275739720371,-0.11342102861679436,0.29948499411127727,1.0317368968577665,0.5476309561031019,0.23337417634934957,0.12367330121934203,0.027151429537970742,-0.45242012302892404
day2::VEV_5500_iv_minus_atm,10000,0.00045413605152992405,0.000278049370236935,6.124030162276528,-0.11318480840111945,0.0002637426604795192,0.9459384315066829,0.6246006103844519,0.32952064183190266,0.20536220521942672,0.06069606216191343,-0.37543784444483946
